dataset_split,example_id,repo_name,repo_url,commit_sha,license,file_path,language,method_name,qualified_name,start_line,end_line,signature,original_code,doc_comment,code_tokens
train,spring-boot@abc123:src/main/java/io/reactivex/Utils.java#130-190,spring-boot,https://github.com/example/spring-boot,elx9h56t79,Apache-2.0,src/main/java/io/reactivex/Utils.java,Java,calculate,io.reactivex.Utils#calculate,130,190,"public static String calculate(String input)","public static String calculate(String input) {
    // Method implementation
    return input.trim();
}","/** Calculates the input string. */","public, static, String, calculate, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,elasticsearch@abc123:src/main/java/okhttp3/Utils.java#77-147,elasticsearch,https://github.com/example/elasticsearch,r8apddojqqh,Apache-2.0,src/main/java/okhttp3/Utils.java,Java,parse,okhttp3.Utils#parse,77,147,"public static String parse(String input)","public static String parse(String input) {
    // Method implementation
    return input.trim();
}","/** Parses the input string. */","public, static, String, parse, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,rxjava@abc123:src/main/java/com/example/util/Utils.java#83-115,rxjava,https://github.com/example/rxjava,57eh74zw10s,Apache-2.0,src/main/java/com/example/util/Utils.java,Java,execute,com.example.util.Utils#execute,83,115,"public static String execute(String input)","public static String execute(String input) {
    // Method implementation
    return input.trim();
}","/** Executes the input string. */","public, static, String, execute, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,okhttp@abc123:src/main/java/org/springframework/boot/Utils.java#50-76,okhttp,https://github.com/example/okhttp,bkm8lcr2ldg,Apache-2.0,src/main/java/org/springframework/boot/Utils.java,Java,handle,org.springframework.boot.Utils#handle,50,76,"public static String handle(String input)","public static String handle(String input) {
    // Method implementation
    return input.trim();
}","/** Handles the input string. */","public, static, String, handle, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,gson@abc123:src/main/java/io/reactivex/Utils.java#489-547,gson,https://github.com/example/gson,xzvyx8412dl,Apache-2.0,src/main/java/io/reactivex/Utils.java,Java,process,io.reactivex.Utils#process,489,547,"public static String process(String input)","public static String process(String input) {
    // Method implementation
    return input.trim();
}","/** Processs the input string. */","public, static, String, process, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,spring-boot@abc123:src/main/java/okhttp3/Utils.java#68-93,spring-boot,https://github.com/example/spring-boot,2x3ewuqlfce,Apache-2.0,src/main/java/okhttp3/Utils.java,Java,validate,okhttp3.Utils#validate,68,93,"public static String validate(String input)","public static String validate(String input) {
    // Method implementation
    return input.trim();
}","/** Validates the input string. */","public, static, String, validate, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,elasticsearch@abc123:src/main/java/com/example/util/Utils.java#408-467,elasticsearch,https://github.com/example/elasticsearch,k0wk5n66dh,Apache-2.0,src/main/java/com/example/util/Utils.java,Java,transform,com.example.util.Utils#transform,408,467,"public static String transform(String input)","public static String transform(String input) {
    // Method implementation
    return input.trim();
}","/** Transforms the input string. */","public, static, String, transform, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,rxjava@abc123:src/main/java/org/springframework/boot/Utils.java#304-366,rxjava,https://github.com/example/rxjava,341aluklk1u,Apache-2.0,src/main/java/org/springframework/boot/Utils.java,Java,calculate,org.springframework.boot.Utils#calculate,304,366,"public static String calculate(String input)","public static String calculate(String input) {
    // Method implementation
    return input.trim();
}","/** Calculates the input string. */","public, static, String, calculate, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,okhttp@abc123:src/main/java/io/reactivex/Utils.java#488-539,okhttp,https://github.com/example/okhttp,ryz8v1h8m38,Apache-2.0,src/main/java/io/reactivex/Utils.java,Java,parse,io.reactivex.Utils#parse,488,539,"public static String parse(String input)","public static String parse(String input) {
    // Method implementation
    return input.trim();
}","/** Parses the input string. */","public, static, String, parse, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,gson@abc123:src/main/java/okhttp3/Utils.java#60-80,gson,https://github.com/example/gson,p88oq3vu35,Apache-2.0,src/main/java/okhttp3/Utils.java,Java,execute,okhttp3.Utils#execute,60,80,"public static String execute(String input)","public static String execute(String input) {
    // Method implementation
    return input.trim();
}","/** Executes the input string. */","public, static, String, execute, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,spring-boot@abc123:src/main/java/com/example/util/Utils.java#75-110,spring-boot,https://github.com/example/spring-boot,72cc2lqq1b,Apache-2.0,src/main/java/com/example/util/Utils.java,Java,handle,com.example.util.Utils#handle,75,110,"public static String handle(String input)","public static String handle(String input) {
    // Method implementation
    return input.trim();
}","/** Handles the input string. */","public, static, String, handle, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,elasticsearch@abc123:src/main/java/org/springframework/boot/Utils.java#467-529,elasticsearch,https://github.com/example/elasticsearch,3ter01iy7ox,Apache-2.0,src/main/java/org/springframework/boot/Utils.java,Java,process,org.springframework.boot.Utils#process,467,529,"public static String process(String input)","public static String process(String input) {
    // Method implementation
    return input.trim();
}","/** Processs the input string. */","public, static, String, process, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,rxjava@abc123:src/main/java/io/reactivex/Utils.java#250-279,rxjava,https://github.com/example/rxjava,hefyy4hyno,Apache-2.0,src/main/java/io/reactivex/Utils.java,Java,validate,io.reactivex.Utils#validate,250,279,"public static String validate(String input)","public static String validate(String input) {
    // Method implementation
    return input.trim();
}","/** Validates the input string. */","public, static, String, validate, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,okhttp@abc123:src/main/java/okhttp3/Utils.java#170-242,okhttp,https://github.com/example/okhttp,aizyy59j2jf,Apache-2.0,src/main/java/okhttp3/Utils.java,Java,transform,okhttp3.Utils#transform,170,242,"public static String transform(String input)","public static String transform(String input) {
    // Method implementation
    return input.trim();
}","/** Transforms the input string. */","public, static, String, transform, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,gson@abc123:src/main/java/com/example/util/Utils.java#211-243,gson,https://github.com/example/gson,j0wjhmnv16p,Apache-2.0,src/main/java/com/example/util/Utils.java,Java,calculate,com.example.util.Utils#calculate,211,243,"public static String calculate(String input)","public static String calculate(String input) {
    // Method implementation
    return input.trim();
}","/** Calculates the input string. */","public, static, String, calculate, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,spring-boot@abc123:src/main/java/org/springframework/boot/Utils.java#231-284,spring-boot,https://github.com/example/spring-boot,yzgttg0116,Apache-2.0,src/main/java/org/springframework/boot/Utils.java,Java,parse,org.springframework.boot.Utils#parse,231,284,"public static String parse(String input)","public static String parse(String input) {
    // Method implementation
    return input.trim();
}","/** Parses the input string. */","public, static, String, parse, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,elasticsearch@abc123:src/main/java/io/reactivex/Utils.java#265-301,elasticsearch,https://github.com/example/elasticsearch,e6xhqwx1yft,Apache-2.0,src/main/java/io/reactivex/Utils.java,Java,execute,io.reactivex.Utils#execute,265,301,"public static String execute(String input)","public static String execute(String input) {
    // Method implementation
    return input.trim();
}","/** Executes the input string. */","public, static, String, execute, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,rxjava@abc123:src/main/java/okhttp3/Utils.java#220-227,rxjava,https://github.com/example/rxjava,27fbsiazye1,Apache-2.0,src/main/java/okhttp3/Utils.java,Java,handle,okhttp3.Utils#handle,220,227,"public static String handle(String input)","public static String handle(String input) {
    // Method implementation
    return input.trim();
}","/** Handles the input string. */","public, static, String, handle, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,okhttp@abc123:src/main/java/com/example/util/Utils.java#477-484,okhttp,https://github.com/example/okhttp,9nlp8r6oo5,Apache-2.0,src/main/java/com/example/util/Utils.java,Java,process,com.example.util.Utils#process,477,484,"public static String process(String input)","public static String process(String input) {
    // Method implementation
    return input.trim();
}","/** Processs the input string. */","public, static, String, process, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,gson@abc123:src/main/java/org/springframework/boot/Utils.java#8-74,gson,https://github.com/example/gson,bnsmjj38vog,Apache-2.0,src/main/java/org/springframework/boot/Utils.java,Java,validate,org.springframework.boot.Utils#validate,8,74,"public static String validate(String input)","public static String validate(String input) {
    // Method implementation
    return input.trim();
}","/** Validates the input string. */","public, static, String, validate, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,spring-boot@abc123:src/main/java/io/reactivex/Utils.java#205-214,spring-boot,https://github.com/example/spring-boot,448tzkwtixm,Apache-2.0,src/main/java/io/reactivex/Utils.java,Java,transform,io.reactivex.Utils#transform,205,214,"public static String transform(String input)","public static String transform(String input) {
    // Method implementation
    return input.trim();
}","/** Transforms the input string. */","public, static, String, transform, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,elasticsearch@abc123:src/main/java/okhttp3/Utils.java#453-478,elasticsearch,https://github.com/example/elasticsearch,omsag2sv0qh,Apache-2.0,src/main/java/okhttp3/Utils.java,Java,calculate,okhttp3.Utils#calculate,453,478,"public static String calculate(String input)","public static String calculate(String input) {
    // Method implementation
    return input.trim();
}","/** Calculates the input string. */","public, static, String, calculate, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,rxjava@abc123:src/main/java/com/example/util/Utils.java#5-45,rxjava,https://github.com/example/rxjava,o5ol0c457z,Apache-2.0,src/main/java/com/example/util/Utils.java,Java,parse,com.example.util.Utils#parse,5,45,"public static String parse(String input)","public static String parse(String input) {
    // Method implementation
    return input.trim();
}","/** Parses the input string. */","public, static, String, parse, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,okhttp@abc123:src/main/java/org/springframework/boot/Utils.java#442-511,okhttp,https://github.com/example/okhttp,ku35kgiidm,Apache-2.0,src/main/java/org/springframework/boot/Utils.java,Java,execute,org.springframework.boot.Utils#execute,442,511,"public static String execute(String input)","public static String execute(String input) {
    // Method implementation
    return input.trim();
}","/** Executes the input string. */","public, static, String, execute, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,gson@abc123:src/main/java/io/reactivex/Utils.java#173-240,gson,https://github.com/example/gson,hr9j7vtrl8,Apache-2.0,src/main/java/io/reactivex/Utils.java,Java,handle,io.reactivex.Utils#handle,173,240,"public static String handle(String input)","public static String handle(String input) {
    // Method implementation
    return input.trim();
}","/** Handles the input string. */","public, static, String, handle, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,spring-boot@abc123:src/main/java/okhttp3/Utils.java#382-401,spring-boot,https://github.com/example/spring-boot,9bbgvpvoj8w,Apache-2.0,src/main/java/okhttp3/Utils.java,Java,process,okhttp3.Utils#process,382,401,"public static String process(String input)","public static String process(String input) {
    // Method implementation
    return input.trim();
}","/** Processs the input string. */","public, static, String, process, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,elasticsearch@abc123:src/main/java/com/example/util/Utils.java#235-313,elasticsearch,https://github.com/example/elasticsearch,oid47sqplv,Apache-2.0,src/main/java/com/example/util/Utils.java,Java,validate,com.example.util.Utils#validate,235,313,"public static String validate(String input)","public static String validate(String input) {
    // Method implementation
    return input.trim();
}","/** Validates the input string. */","public, static, String, validate, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,rxjava@abc123:src/main/java/org/springframework/boot/Utils.java#27-59,rxjava,https://github.com/example/rxjava,kf42otazyo,Apache-2.0,src/main/java/org/springframework/boot/Utils.java,Java,transform,org.springframework.boot.Utils#transform,27,59,"public static String transform(String input)","public static String transform(String input) {
    // Method implementation
    return input.trim();
}","/** Transforms the input string. */","public, static, String, transform, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,okhttp@abc123:src/main/java/io/reactivex/Utils.java#200-227,okhttp,https://github.com/example/okhttp,3edz534d9z2,Apache-2.0,src/main/java/io/reactivex/Utils.java,Java,calculate,io.reactivex.Utils#calculate,200,227,"public static String calculate(String input)","public static String calculate(String input) {
    // Method implementation
    return input.trim();
}","/** Calculates the input string. */","public, static, String, calculate, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,gson@abc123:src/main/java/okhttp3/Utils.java#432-440,gson,https://github.com/example/gson,43ffuwwtd01,Apache-2.0,src/main/java/okhttp3/Utils.java,Java,parse,okhttp3.Utils#parse,432,440,"public static String parse(String input)","public static String parse(String input) {
    // Method implementation
    return input.trim();
}","/** Parses the input string. */","public, static, String, parse, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,spring-boot@abc123:src/main/java/com/example/util/Utils.java#53-110,spring-boot,https://github.com/example/spring-boot,f5d1c7k2v8s,Apache-2.0,src/main/java/com/example/util/Utils.java,Java,execute,com.example.util.Utils#execute,53,110,"public static String execute(String input)","public static String execute(String input) {
    // Method implementation
    return input.trim();
}","/** Executes the input string. */","public, static, String, execute, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,elasticsearch@abc123:src/main/java/org/springframework/boot/Utils.java#116-181,elasticsearch,https://github.com/example/elasticsearch,yythgbh9bcp,Apache-2.0,src/main/java/org/springframework/boot/Utils.java,Java,handle,org.springframework.boot.Utils#handle,116,181,"public static String handle(String input)","public static String handle(String input) {
    // Method implementation
    return input.trim();
}","/** Handles the input string. */","public, static, String, handle, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,rxjava@abc123:src/main/java/io/reactivex/Utils.java#183-258,rxjava,https://github.com/example/rxjava,wt1mdaxk1,Apache-2.0,src/main/java/io/reactivex/Utils.java,Java,process,io.reactivex.Utils#process,183,258,"public static String process(String input)","public static String process(String input) {
    // Method implementation
    return input.trim();
}","/** Processs the input string. */","public, static, String, process, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,okhttp@abc123:src/main/java/okhttp3/Utils.java#332-381,okhttp,https://github.com/example/okhttp,xadrva1cm1h,Apache-2.0,src/main/java/okhttp3/Utils.java,Java,validate,okhttp3.Utils#validate,332,381,"public static String validate(String input)","public static String validate(String input) {
    // Method implementation
    return input.trim();
}","/** Validates the input string. */","public, static, String, validate, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,gson@abc123:src/main/java/com/example/util/Utils.java#375-388,gson,https://github.com/example/gson,fpfq2mvn4qt,Apache-2.0,src/main/java/com/example/util/Utils.java,Java,transform,com.example.util.Utils#transform,375,388,"public static String transform(String input)","public static String transform(String input) {
    // Method implementation
    return input.trim();
}","/** Transforms the input string. */","public, static, String, transform, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,spring-boot@abc123:src/main/java/org/springframework/boot/Utils.java#437-471,spring-boot,https://github.com/example/spring-boot,et4o2oqr93k,Apache-2.0,src/main/java/org/springframework/boot/Utils.java,Java,calculate,org.springframework.boot.Utils#calculate,437,471,"public static String calculate(String input)","public static String calculate(String input) {
    // Method implementation
    return input.trim();
}","/** Calculates the input string. */","public, static, String, calculate, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,elasticsearch@abc123:src/main/java/io/reactivex/Utils.java#342-387,elasticsearch,https://github.com/example/elasticsearch,w7klqlr63t,Apache-2.0,src/main/java/io/reactivex/Utils.java,Java,parse,io.reactivex.Utils#parse,342,387,"public static String parse(String input)","public static String parse(String input) {
    // Method implementation
    return input.trim();
}","/** Parses the input string. */","public, static, String, parse, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,rxjava@abc123:src/main/java/okhttp3/Utils.java#344-423,rxjava,https://github.com/example/rxjava,xkd0tx39cn,Apache-2.0,src/main/java/okhttp3/Utils.java,Java,execute,okhttp3.Utils#execute,344,423,"public static String execute(String input)","public static String execute(String input) {
    // Method implementation
    return input.trim();
}","/** Executes the input string. */","public, static, String, execute, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,okhttp@abc123:src/main/java/com/example/util/Utils.java#469-518,okhttp,https://github.com/example/okhttp,o9ft3b15bzs,Apache-2.0,src/main/java/com/example/util/Utils.java,Java,handle,com.example.util.Utils#handle,469,518,"public static String handle(String input)","public static String handle(String input) {
    // Method implementation
    return input.trim();
}","/** Handles the input string. */","public, static, String, handle, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,gson@abc123:src/main/java/org/springframework/boot/Utils.java#364-411,gson,https://github.com/example/gson,py3zq0l0qxe,Apache-2.0,src/main/java/org/springframework/boot/Utils.java,Java,process,org.springframework.boot.Utils#process,364,411,"public static String process(String input)","public static String process(String input) {
    // Method implementation
    return input.trim();
}","/** Processs the input string. */","public, static, String, process, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,spring-boot@abc123:src/main/java/io/reactivex/Utils.java#329-372,spring-boot,https://github.com/example/spring-boot,8d4ecfupq8e,Apache-2.0,src/main/java/io/reactivex/Utils.java,Java,validate,io.reactivex.Utils#validate,329,372,"public static String validate(String input)","public static String validate(String input) {
    // Method implementation
    return input.trim();
}","/** Validates the input string. */","public, static, String, validate, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,elasticsearch@abc123:src/main/java/okhttp3/Utils.java#150-183,elasticsearch,https://github.com/example/elasticsearch,aeqz1xt37m7,Apache-2.0,src/main/java/okhttp3/Utils.java,Java,transform,okhttp3.Utils#transform,150,183,"public static String transform(String input)","public static String transform(String input) {
    // Method implementation
    return input.trim();
}","/** Transforms the input string. */","public, static, String, transform, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,rxjava@abc123:src/main/java/com/example/util/Utils.java#386-408,rxjava,https://github.com/example/rxjava,31kfqlepkhj,Apache-2.0,src/main/java/com/example/util/Utils.java,Java,calculate,com.example.util.Utils#calculate,386,408,"public static String calculate(String input)","public static String calculate(String input) {
    // Method implementation
    return input.trim();
}","/** Calculates the input string. */","public, static, String, calculate, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,okhttp@abc123:src/main/java/org/springframework/boot/Utils.java#429-490,okhttp,https://github.com/example/okhttp,cmq1xc34sjh,Apache-2.0,src/main/java/org/springframework/boot/Utils.java,Java,parse,org.springframework.boot.Utils#parse,429,490,"public static String parse(String input)","public static String parse(String input) {
    // Method implementation
    return input.trim();
}","/** Parses the input string. */","public, static, String, parse, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,gson@abc123:src/main/java/io/reactivex/Utils.java#109-156,gson,https://github.com/example/gson,r1yy6hd238,Apache-2.0,src/main/java/io/reactivex/Utils.java,Java,execute,io.reactivex.Utils#execute,109,156,"public static String execute(String input)","public static String execute(String input) {
    // Method implementation
    return input.trim();
}","/** Executes the input string. */","public, static, String, execute, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,spring-boot@abc123:src/main/java/okhttp3/Utils.java#417-500,spring-boot,https://github.com/example/spring-boot,j9a5wzhwmj,Apache-2.0,src/main/java/okhttp3/Utils.java,Java,handle,okhttp3.Utils#handle,417,500,"public static String handle(String input)","public static String handle(String input) {
    // Method implementation
    return input.trim();
}","/** Handles the input string. */","public, static, String, handle, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,elasticsearch@abc123:src/main/java/com/example/util/Utils.java#314-326,elasticsearch,https://github.com/example/elasticsearch,fbpi7vcwovb,Apache-2.0,src/main/java/com/example/util/Utils.java,Java,process,com.example.util.Utils#process,314,326,"public static String process(String input)","public static String process(String input) {
    // Method implementation
    return input.trim();
}","/** Processs the input string. */","public, static, String, process, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,rxjava@abc123:src/main/java/org/springframework/boot/Utils.java#167-251,rxjava,https://github.com/example/rxjava,z4310euclrh,Apache-2.0,src/main/java/org/springframework/boot/Utils.java,Java,validate,org.springframework.boot.Utils#validate,167,251,"public static String validate(String input)","public static String validate(String input) {
    // Method implementation
    return input.trim();
}","/** Validates the input string. */","public, static, String, validate, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,okhttp@abc123:src/main/java/io/reactivex/Utils.java#369-392,okhttp,https://github.com/example/okhttp,6iymzd6vgzu,Apache-2.0,src/main/java/io/reactivex/Utils.java,Java,transform,io.reactivex.Utils#transform,369,392,"public static String transform(String input)","public static String transform(String input) {
    // Method implementation
    return input.trim();
}","/** Transforms the input string. */","public, static, String, transform, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,gson@abc123:src/main/java/okhttp3/Utils.java#98-134,gson,https://github.com/example/gson,81wr98emj69,Apache-2.0,src/main/java/okhttp3/Utils.java,Java,calculate,okhttp3.Utils#calculate,98,134,"public static String calculate(String input)","public static String calculate(String input) {
    // Method implementation
    return input.trim();
}","/** Calculates the input string. */","public, static, String, calculate, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,spring-boot@abc123:src/main/java/com/example/util/Utils.java#141-154,spring-boot,https://github.com/example/spring-boot,2ztknvjc0fo,Apache-2.0,src/main/java/com/example/util/Utils.java,Java,parse,com.example.util.Utils#parse,141,154,"public static String parse(String input)","public static String parse(String input) {
    // Method implementation
    return input.trim();
}","/** Parses the input string. */","public, static, String, parse, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,elasticsearch@abc123:src/main/java/org/springframework/boot/Utils.java#383-402,elasticsearch,https://github.com/example/elasticsearch,3zsqze3uiif,Apache-2.0,src/main/java/org/springframework/boot/Utils.java,Java,execute,org.springframework.boot.Utils#execute,383,402,"public static String execute(String input)","public static String execute(String input) {
    // Method implementation
    return input.trim();
}","/** Executes the input string. */","public, static, String, execute, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,rxjava@abc123:src/main/java/io/reactivex/Utils.java#142-162,rxjava,https://github.com/example/rxjava,fg44i5q39v,Apache-2.0,src/main/java/io/reactivex/Utils.java,Java,handle,io.reactivex.Utils#handle,142,162,"public static String handle(String input)","public static String handle(String input) {
    // Method implementation
    return input.trim();
}","/** Handles the input string. */","public, static, String, handle, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,okhttp@abc123:src/main/java/okhttp3/Utils.java#338-381,okhttp,https://github.com/example/okhttp,b7fy1l28ymt,Apache-2.0,src/main/java/okhttp3/Utils.java,Java,process,okhttp3.Utils#process,338,381,"public static String process(String input)","public static String process(String input) {
    // Method implementation
    return input.trim();
}","/** Processs the input string. */","public, static, String, process, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,gson@abc123:src/main/java/com/example/util/Utils.java#44-64,gson,https://github.com/example/gson,jint192oo8d,Apache-2.0,src/main/java/com/example/util/Utils.java,Java,validate,com.example.util.Utils#validate,44,64,"public static String validate(String input)","public static String validate(String input) {
    // Method implementation
    return input.trim();
}","/** Validates the input string. */","public, static, String, validate, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,spring-boot@abc123:src/main/java/org/springframework/boot/Utils.java#418-429,spring-boot,https://github.com/example/spring-boot,4u9iwjsulan,Apache-2.0,src/main/java/org/springframework/boot/Utils.java,Java,transform,org.springframework.boot.Utils#transform,418,429,"public static String transform(String input)","public static String transform(String input) {
    // Method implementation
    return input.trim();
}","/** Transforms the input string. */","public, static, String, transform, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,elasticsearch@abc123:src/main/java/io/reactivex/Utils.java#359-368,elasticsearch,https://github.com/example/elasticsearch,3udasag9vcx,Apache-2.0,src/main/java/io/reactivex/Utils.java,Java,calculate,io.reactivex.Utils#calculate,359,368,"public static String calculate(String input)","public static String calculate(String input) {
    // Method implementation
    return input.trim();
}","/** Calculates the input string. */","public, static, String, calculate, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
train,rxjava@abc123:src/main/java/okhttp3/Utils.java#195-245,rxjava,https://github.com/example/rxjava,t7ycipa0nua,Apache-2.0,src/main/java/okhttp3/Utils.java,Java,parse,okhttp3.Utils#parse,195,245,"public static String parse(String input)","public static String parse(String input) {
    // Method implementation
    return input.trim();
}","/** Parses the input string. */","public, static, String, parse, (, String, input, ), {, return, input, ., trim, (, ), ;, }"
